,URL,building,district,neighborhood,price,beds,baths,surface,lat,long,highlights,furnishing,amenities,completion_year,floor,price_sqf,views,discounted,cheap,distressed,investment,tenanted,vacant,metro,furnished,condition,upgraded,luxury,median_sqf,diff_percent,valuation
17803,"https://www.bayut.com/property/details-5933511.html
",,Business Bay,SLS Dubai Hotel & Residences,519999,1.0,2,1100.0,25.184561,55.291356,Perfect Family Home or Investment Opportunity,,"['Balcony or Terrace', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Centrally Air-Conditioned', 'Central Heating', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Reception/Waiting Room', 'Gym or Health Club', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Steam Room', 'Lawn or Garden', 'Security Staff', 'CCTV Security', '24 Hours Concierge']",0,,472.72636363636366,0,0,0,0,1,0,0,0,0,0,,0,1305.23754217134,-63.78235008089368,great value
17820,"https://www.bayut.com/property/details-5757105.html
",Lincoln Park B,Arjan,Lincoln Park,450000,1.0,2,900.0000000000001,25.060859,55.238185,"Spacious 1 BHK in the heart of Arjan, Fully Furnished, Well maintained",Furnished,['Furnished'],0,,500.0,0,0,0,0,0,0,0,0,1,1,,1,921.5062571103524,-45.74100868637684,good value
17821,"https://www.bayut.com/property/details-5742083.html
",,Dubai Marina,La Riviera,1100000,2.0,2,1150.0,25.073423,55.138686,"INVESTORS DEAL, MID FLOOR, RENTED, UPGRADED,",Unfurnished,"['Balcony or Terrace', 'Parking Spaces: 1', 'Swimming Pool', 'Flooring', 'Electricity Backup', 'Parking Spaces: 1', 'Centrally Air-Conditioned', 'Central Heating', 'Balcony or Terrace', 'Lobby in Building', 'Completion Year: 2005', 'Reception/Waiting Room', 'Flooring', 'Gym or Health Club', 'Swimming Pool', 'Sauna', 'Kids Play Area', 'Waste Disposal', 'Maintenance Staff', 'Cleaning Services', 'Business Center', 'Security Staff', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge', 'Freehold']",2005,,956.5217391304348,0,0,0,0,1,1,0,0,0,0,,0,1528.2555282555284,-37.410876555291495,good value
17823,"https://www.bayut.com/property/details-5531609.html
",Murjan 5,Jumeirah Beach Residence (JBR),Murjan,1800000,2.0,2,1396.0000000000002,25.082069,55.14051,"Tenanted, Low Floor, Vastu Compliant",Unfurnished,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Electricity Backup', 'Electricity Backup', 'Parking Spaces', 'Centrally Air-Conditioned', 'Central Heating', 'Double Glazed Windows', 'Storage Areas', 'Study Room', 'Balcony or Terrace', 'Lobby in Building', 'Completion Year: 2006', 'First Aid Medical Center', 'Swimming Pool', 'Kids Play Area', 'Lawn or Garden', 'Cafeteria or Canteen', 'Waste Disposal', 'Maintenance Staff', 'Security Staff', 'CCTV Security', 'Laundry Facility', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', 'ATM Facility', '24 Hours Concierge']",2006,,1289.398280802292,0,0,0,0,0,1,0,0,0,0,,0,1872.07488299532,-31.124641833810912,good value
17827,"https://www.bayut.com/property/details-5816664.html
",Rimal 1,Jumeirah Beach Residence (JBR),Rimal,1700000,2.0,3,1500.0000000000002,25.076513,55.135016,"Spacious Two Bedroom, With Balcony, panoramic View",Unfurnished,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Flooring', 'Electricity Backup', 'Parking Spaces', 'Centrally Air-Conditioned', 'Double Glazed Windows', 'Storage Areas', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Completion Year: 2005', 'Flooring', 'First Aid Medical Center', 'Gym or Health Club', 'Swimming Pool', 'Kids Play Area', 'Cafeteria or Canteen', 'Waste Disposal', 'Security Staff', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', 'ATM Facility', '24 Hours Concierge', 'Freehold']",2005,,1133.3333333333333,1,0,0,0,0,0,0,0,0,0,,0,1708.0745341614906,-33.648484848484856,good value
17830,"https://www.bayut.com/property/details-5808494.html
",BLVD Crescent Tower 1,Downtown Dubai,BLVD Crescent Towers,3999888,3.0,4,2250.0,25.191735,55.27048,"3 Beds Plus Maid Room, High Floor, Brand New",,[],0,,1777.728,0,0,0,0,0,0,0,0,0,1,,1,2794.026135656503,-36.37396668151448,good value
17835,"https://www.bayut.com/property/details-5798401.html
",,Dubai Marina,Sulafa Tower,610000,1.0,2,752.0,25.089437,55.149102,"Cheapest deal, Beautiful 1Br, Next to Tram",Unfurnished,[],0,,811.1702127659574,0,0,1,0,0,0,0,0,0,0,,0,1524.779462290593,-46.800817244260315,good value
17839,"https://www.bayut.com/property/details-5790825.html
",,Jumeirah Village Circle (JVC),The Plaza Residences,548883,1.0,2,1009.0,25.052817,55.20771,"Spacious, Exclusive, motivated seller",,"['Parking Spaces', 'Swimming Pool', 'Centrally Air-Conditioned', 'Lobby in Building', 'Parking Spaces', 'Centrally Air-Conditioned', 'Lobby in Building', 'Gym or Health Club', 'Swimming Pool', 'Waste Disposal', 'Security Staff', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",0,,543.9871159563925,0,0,0,0,0,0,0,0,0,0,,0,813.2859142247321,-33.11243851125218,good value
17866,"https://www.bayut.com/property/details-5791739.html
",,Downtown Dubai,Upper Crest (Burjside Terrace),1825000,2.0,3,1219.0,25.193536913457,55.284457057714,"High Floor,Furnished, Partial Burj View",Furnished,"['Furnished', 'Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Furnished', 'Parking Spaces', 'Centrally Air-Conditioned', 'Central Heating', 'Storage Areas', 'Balcony or Terrace', 'Lobby in Building', 'Gym or Health Club', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Kids Play Area', 'Barbeque Area', 'Waste Disposal', 'Maintenance Staff', 'Laundry Room', 'Laundry Facility', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', 'ATM Facility', '24 Hours Concierge', 'Floor']",0,,1497.1287940935192,1,0,0,0,0,0,0,0,1,0,,0,2356.7802755620014,-36.47567362907807,good value
17906,"https://www.bayut.com/property/details-5766083.html
",,Dubai Marina,Mag 218 Tower,1650000,2.0,2,1756.0,25.087999343872,55.149101257324,Best Price 2 bed Partial Palm & Sheikh Zayed Road view,Furnished,"['Furnished', 'Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Furnished', 'Electricity Backup', 'Parking Spaces', 'Centrally Air-Conditioned', 'Central Heating', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Elevators in Building: 7', 'Service Elevators', 'Completion Year: 2009', 'First Aid Medical Center', 'Gym or Health Club', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Steam Room', 'Day Care Center', 'Kids Play Area', 'Barbeque Area', 'Cafeteria or Canteen', 'Waste Disposal', 'Business Center', 'Security Staff', 'CCTV Security', 'Laundry Facility', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",2009,,939.6355353075172,1,0,1,0,0,0,0,0,0,0,,0,1528.2555282555284,-38.51580982794863,good value
17911,"https://www.bayut.com/property/details-5737136.html
",Boulevard Central 2,Downtown Dubai,Boulevard Central,1695000,2.0,2,1278.0,25.191608,55.273316,"HOT DEAL, BRIGHT AND SPACIOUS, MIDFLOOR",Unfurnished,"['Balcony or Terrace', 'Parking Spaces: 1', 'Swimming Pool', 'Flooring', 'Parking Spaces: 1', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Completion Year: 2012', 'Prayer Room', 'Reception/Waiting Room', 'Flooring', 'Gym or Health Club', 'Swimming Pool', 'Kids Play Area', 'Lawn or Garden', 'Barbeque Area', 'Waste Disposal', 'Maintenance Staff', 'Business Center', 'Security Staff', 'CCTV Security', 'Satellite/Cable TV', 'Intercom', 'View']",2012,,1326.2910798122066,0,0,0,0,0,0,0,0,0,0,,0,2111.9718309859154,-37.201289318661765,good value
17927,"https://www.bayut.com/property/details-5788236.html
",,Dubai Marina,,2900000,3.0,3,3100.0000000000005,25.078399658203,55.142398834229,"BEST  DEAL CALL NOW FULLY UPGRADED, FULL SEA  VIEWS, 3  BED WITH MAID",Unfurnished,[],0,,935.4838709677418,1,0,0,0,0,0,0,0,0,0,,0,1610.8247422680413,-41.925161290322585,good value
17938,"https://www.bayut.com/property/details-5762456.html
",Capital Bay Tower B,Business Bay,Capital Bay Towers,1200000,2.0,3,1377.0,25.17663,55.272023,"Fully Furnished, High ROI, Must View",Furnished,['Centrally Air-Conditioned'],0,,871.4596949891068,1,0,0,0,1,0,0,0,1,0,,0,1352.352911454695,-35.5597427559277,good value
17946,"https://www.bayut.com/property/details-5753303.html
",Bay Central West,Dubai Marina,Bay Central,1250000,1.0,2,1464.0,25.078416,55.137473,"Partial Marina view, Rented, Best Price",Unfurnished,"['Balcony or Terrace', 'Shared Kitchen', 'Parking Spaces: 1', 'Swimming Pool', 'Parking Spaces: 1', 'Centrally Air-Conditioned', 'Central Heating', 'Double Glazed Windows', 'Storage Areas', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Completion Year: 2009', 'Reception/Waiting Room', 'Flooring', 'First Aid Medical Center', 'Gym or Health Club', 'Facilities for Disabled', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Steam Room', 'Day Care Center', 'Kids Play Area', 'Lawn or Garden', 'Barbeque Area', 'Cafeteria or Canteen', 'Waste Disposal', 'Maintenance Staff', 'Cleaning Services', 'Business Center', 'Conference Room', 'Security Staff', 'CCTV Security', 'Shared Kitchen', 'Laundry Room', 'Laundry Facility', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', 'ATM Facility', '24 Hours Concierge', 'View', 'Freehold']",2009,,853.8251366120219,1,0,1,0,0,1,0,0,0,0,,0,1524.779462290593,-44.00336850488746,good value
17953,"https://www.bayut.com/property/details-5843680.html
",8 Boulevard Walk,Downtown Dubai,Mohammad Bin Rashid Boulevard,1080000,1.0,1,887.0000000000001,25.191167,55.269865,"Investor deal, Good ROI, Great Market Appeal,",Unfurnished,[],0,,1217.5873731679817,0,0,0,0,1,0,0,0,0,0,,0,1750.4454545454546,-30.441284530961994,good value
17960,"https://www.bayut.com/property/details-5787236.html
",The Lofts West,Downtown Dubai,The Lofts,1400000,1.0,2,1362.0,25.197323,55.270276,"Biggest Layout l Best Deal  1BHK + Study,",Unfurnished,"['Swimming Pool', 'Jacuzzi', 'Centrally Air-Conditioned', 'Study Room', 'Centrally Air-Conditioned', 'Study Room', 'Reception/Waiting Room', 'Gym or Health Club', 'Swimming Pool', 'Jacuzzi', 'Kids Play Area', 'CCTV Security', 'ATM Facility']",0,,1027.900146842878,0,0,0,0,0,0,0,0,0,0,,0,1938.8372968573603,-46.98368199802068,good value
17971,"https://www.bayut.com/property/details-5760435.html
",,Dubai Marina,Escan Marina Tower,575000,1.0,1,702.0,25.068182808807,55.133226960925,"Stunning Marina View , Spacious 1BHK, Near to Metro Station",Unfurnished,"['Balcony or Terrace', 'Swimming Pool', 'Centrally Air-Conditioned', 'Central Heating', 'Centrally Air-Conditioned', 'Central Heating', 'Balcony or Terrace', 'Gym or Health Club', 'Swimming Pool']",0,,819.088319088319,1,0,0,0,0,0,0,0,0,0,,0,1499.6465182043125,-45.381240902749454,good value
17989,"https://www.bayut.com/property/details-5780464.html
",,Downtown Dubai,Burj Views,1600000,2.0,2,1347.0,25.19001,55.280939,HOT OFFER! 2 BR w/ 2 BALCONIES FULL BURJ KHALIFA VIEW,Unfurnished,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Sauna', 'Electricity Backup', 'Parking Spaces', 'Centrally Air-Conditioned', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Completion Year: 2009', 'Swimming Pool', 'Sauna', 'Kids Play Area', 'Lawn or Garden', 'Waste Disposal', 'Security Staff', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",2009,,1187.8247958426132,1,0,0,0,0,0,0,0,0,0,,0,2111.9718309859154,-43.75754551195362,good value
18000,"https://www.bayut.com/property/details-5746301.html
",,Business Bay,Hamilton Residency,900000,1.0,2,1080.0,25.185709,55.286127,"CANAL VIEW, GREAT DEAL, READY TO MOVE IN",Unfurnished,"['Balcony or Terrace', 'Parking Spaces: 1', 'Swimming Pool', 'Jacuzzi', 'Parking Spaces: 1', 'Centrally Air-Conditioned', 'Central Heating', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Completion Year: 2009', 'Gym or Health Club', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Steam Room', 'Barbeque Area', 'Waste Disposal', 'Security Staff', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",2009,,833.3333333333334,1,0,0,0,0,0,0,0,0,0,,0,1305.23754217134,-36.15466101694914,good value
18017,"https://www.bayut.com/property/details-5777596.html
",,Culture Village,Iris Amber,850000,1.0,2,905.0,25.228482,55.335182,"Resale Unit, High-end Finishing, Open View, FEB YMAR",Unfurnished,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Flooring', 'Parking Spaces', 'Centrally Air-Conditioned', 'Storage Areas', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Completion Year: 2009', 'Flooring', 'Gym or Health Club', 'Swimming Pool', 'Kids Play Area', 'Lawn or Garden', 'Waste Disposal', 'Maintenance Staff', 'Security Staff', 'CCTV Security', 'Laundry Facility', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', 'ATM Facility', '24 Hours Concierge', 'Freehold']",2009,,939.2265193370166,1,0,0,0,0,0,0,0,0,1,,1,1343.6445274831244,-30.098586335453746,good value
18025,"https://www.bayut.com/property/details-5764202.html
",,Dubai Marina,Manchester Tower,585000,1.0,2,750.0000000000001,25.068199157715,55.13219833374,Best Price Biggest Layout of 1 Bedroom Apartment,Unfurnished,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Steam Room', 'Parking Spaces', 'Centrally Air-Conditioned', 'Central Heating', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Completion Year: 2007', 'Reception/Waiting Room', 'Gym or Health Club', 'Swimming Pool', 'Steam Room', 'Day Care Center', 'Kids Play Area', 'Barbeque Area', 'Cafeteria or Canteen', 'Waste Disposal', 'Maintenance Staff', 'Cleaning Services', 'Business Center', 'Conference Room', 'Security Staff', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge', 'Freehold']",2007,,779.9999999999999,0,0,1,0,0,0,0,0,0,0,,0,1524.779462290593,-48.84506125048088,good value
18044,"https://www.bayut.com/property/details-5931019.html
",Golden Mile 9,Palm Jumeirah,Golden Mile,1589990,1.0,2,1289.0,25.111828,55.140392,Spacious 1300 Sqft-Next to Nakheel Mall,,"['Balcony or Terrace', 'Elevators in Building']",0,,1233.5065942591157,0,0,0,0,0,0,0,0,0,0,,0,2158.894645941278,-42.863974553917764,good value
18050,"https://www.bayut.com/property/details-5799026.html
",Lamtara,Umm Suqeim,Madinat Jumeirah Living,4800000,3.0,4,1843.0,25.13535573362,55.189063248645,"Ready to Move In, Burj Al Arab View, Resale",Unfurnished,[],0,,2604.449267498644,1,0,0,0,0,0,0,0,0,0,,0,4835.988504386474,-46.144428070160146,good value
18059,"https://www.bayut.com/property/details-5765686.html
",8 Boulevard Walk,Downtown Dubai,Mohammad Bin Rashid Boulevard,1200000,1.0,2,1064.0,25.191167,55.269865,"Bright and Spacious 1 BHK, Downtown View",Unfurnished,"['Swimming Pool', 'Centrally Air-Conditioned', 'Central Heating', 'Gym or Health Club', 'Centrally Air-Conditioned', 'Central Heating', 'Gym or Health Club', 'Facilities for Disabled', 'Swimming Pool', 'Kids Play Area', 'Waste Disposal', 'Maintenance Staff', 'Cleaning Services', 'Security Staff', 'CCTV Security']",0,,1127.8195488721803,1,0,0,0,0,0,0,0,0,0,,0,1938.8372968573603,-41.83010865840829,good value
18085,"https://www.bayut.com/property/details-5782544.html
",8 Boulevard Walk,Downtown Dubai,Mohammad Bin Rashid Boulevard,1100000,1.0,1,943.0,25.191167,55.269865,"Large Layout, Tenanted, High ROI, Charming",,[],0,,1166.489925768823,0,0,0,0,1,1,0,0,0,0,,0,1750.4454545454546,-33.36039562159735,good value
18087,"https://www.bayut.com/property/details-5771767.html
",Elite Sports Residence 1,Dubai Sports City,Elite Sports Residence,540000,1.0,2,2769.0,25.043246,55.216638,"Huge Terrace, Fitted Kitchen, Jacuzzi Bathroom",Unfurnished,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Jacuzzi', 'Parking Spaces', 'Centrally Air-Conditioned', 'Central Heating', 'Balcony or Terrace', 'Lobby in Building', 'Completion Year: 2009', 'Gym or Health Club', 'Swimming Pool', 'Jacuzzi', 'Waste Disposal', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",2009,,195.01625135427952,0,0,0,0,0,0,0,0,0,0,,0,605.1016494054468,-67.77132378569846,great value
18094,"https://www.bayut.com/property/details-5782314.html
",,Dubai Marina,Marina Crown,3100000,3.0,3,2800.0,25.089967,55.148283,Unique 3 bedroom apartment / Full Sea-view,Furnished,"['Furnished', 'Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Furnished', 'Electricity Backup', 'Parking Spaces', 'Centrally Air-Conditioned', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Completion Year: 2006', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Steam Room', 'Day Care Center', 'Kids Play Area', 'Lawn or Garden', 'Barbeque Area', 'Cafeteria or Canteen', 'Waste Disposal', 'Security Staff', 'CCTV Security', 'Laundry Facility', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",2006,,1107.142857142857,1,0,0,0,0,0,0,0,0,0,,0,1610.8247422680413,-31.268571428571434,good value
18103,"https://www.bayut.com/property/details-5769286.html
",Sadaf 8,Jumeirah Beach Residence (JBR),Sadaf,2345000,4.0,5,2712.0,25.080684533226,55.138990914355,"Vacant, Marina Views, Spacious",,"['Balcony or Terrace', 'Parking Spaces', 'Maids Room', 'Swimming Pool', 'Parking Spaces', 'Centrally Air-Conditioned', 'Central Heating', 'Storage Areas', 'Balcony or Terrace', 'Lobby in Building', 'Completion Year: 2006', 'First Aid Medical Center', 'Swimming Pool', 'Sauna', 'Steam Room', 'Kids Play Area', 'Lawn or Garden', 'Cafeteria or Canteen', 'Waste Disposal', 'Maintenance Staff', 'Security Staff', 'Laundry Room', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', 'ATM Facility', '24 Hours Concierge', 'Maids Room']",2006,,864.6755162241888,1,0,0,0,0,0,1,0,0,0,,0,1258.2781456953642,-31.28105107902499,good value
18113,"https://www.bayut.com/property/details-5736571.html
",DEC Tower 2,Dubai Marina,DEC Towers,699999,1.0,2,823.0,25.068307,55.12925,"Great Investment, Chiller Free, Tenanted",Furnished,"['Furnished', 'Balcony or Terrace', 'Parking Spaces: 1', 'Swimming Pool', 'Furnished', 'Electricity Backup', 'Parking Spaces: 1', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Elevators in Building: 4', 'Service Elevators', 'Reception/Waiting Room', 'Flooring', 'Gym or Health Club', 'Swimming Pool', 'Barbeque Area', 'Waste Disposal', 'Maintenance Staff', 'Cleaning Services', 'Conference Room', 'Security Staff', 'CCTV Security', 'Laundry Facility', 'Broadband Internet', 'Intercom', '24 Hours Concierge', 'Floor', 'View', 'Freehold']",0,,850.5455650060753,0,0,0,0,1,1,0,0,0,0,,0,1524.779462290593,-44.2184534851783,good value
18123,"https://www.bayut.com/property/details-5785710.html
",,Arjan,La Fontana Apartments,699999,2.0,2,1194.0,25.063438,55.236053,"Exclusive, Closed Kitchen, Spacious and Bright",,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Sauna', 'Electricity Backup', 'Parking Spaces', 'Centrally Air-Conditioned', 'Double Glazed Windows', 'Storage Areas', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Prayer Room', 'Reception/Waiting Room', 'First Aid Medical Center', 'Gym or Health Club', 'Facilities for Disabled', 'Swimming Pool', 'Sauna', 'Day Care Center', 'Kids Play Area', 'Lawn or Garden', 'Barbeque Area', 'Cafeteria or Canteen', 'Waste Disposal', 'Maintenance Staff', 'Business Center', 'Security Staff', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', 'ATM Facility', '24 Hours Concierge']",0,,586.2638190954774,0,0,0,0,0,0,0,0,0,0,,0,891.6089303238468,-34.24652903795649,good value
18149,"https://www.bayut.com/property/details-5883540.html
",,Dubai Marina,Marina Arcade Tower,1896000,1.0,2,2001.0,25.089622,55.14986,"1 Bed Modern, GREAT ROI, Spacious Unit !",Furnished,"['Furnished', 'Balcony or Terrace', 'Parking Spaces', 'Maids Room', 'Furnished', 'Electricity Backup', 'Parking Spaces', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Lobby in Building', 'Elevators in Building', 'Service Elevators', 'Total Floors: 47', 'First Aid Medical Center', 'Gym or Health Club', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Steam Room', 'Day Care Center', 'Kids Play Area', 'Lawn or Garden', 'Waste Disposal', 'Maintenance Staff', 'Business Center', 'Security Staff', 'CCTV Security', 'Laundry Room', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge', 'Maids Room', 'View']",0,,947.5262368815592,0,0,0,0,1,0,0,0,0,0,,0,1524.779462290593,-37.85814537020704,good value
18172,"https://www.bayut.com/property/details-5749887.html
",Apartment Building 1,Bluewaters Island,Bluewaters Residences,3690000,2.0,3,1662.0000000000002,25.078628,55.123085,AMAZING  VIEWS  I MASSIVE 2BR  I VACANT,,[],0,,2220.216606498195,1,0,0,0,0,0,1,0,0,0,,0,3287.5074716078902,-32.46504758779129,good value
18176,"https://www.bayut.com/property/details-5743803.html
",,Dubai Marina,Sulafa Tower,850000,1.0,1,916.0,25.089437,55.149102,Fully Furnished I Amazing Unit I Best Price,,[],0,,927.9475982532751,0,0,1,0,0,0,0,0,1,0,,0,1499.6465182043125,-38.12224500981697,good value
18178,"https://www.bayut.com/property/details-5740257.html
",,Business Bay,Damac Maison Cour Jardin,850000,1.0,2,944.0,25.187773,55.267497,"Fully Furnished, Canal View, Vacant",Furnished,"['Parking Spaces: 1', 'Swimming Pool', 'Centrally Air-Conditioned', 'Central Heating', 'Parking Spaces: 1', 'Centrally Air-Conditioned', 'Central Heating', 'Double Glazed Windows', 'Gym or Health Club', 'Swimming Pool', 'Maintenance Staff', 'Business Center', 'Security Staff', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom']",0,,900.4237288135594,1,0,0,0,0,0,1,0,1,0,,0,1305.23754217134,-31.014570166618782,good value
18179,"https://www.bayut.com/property/details-5732189.html
",Al Barsha South 3,Al Barsha,Al Barsha South,239999,0.0,1,400.0,25.05696066052,55.225083232035,"Urgent Sale, Furnished Studio, Managed Apartment",,"['Balcony or Terrace', 'Parking Spaces']",0,,599.9975,0,0,0,0,0,0,0,0,1,0,,0,1043.4782608695652,-42.50023958333335,good value
18180,"https://www.bayut.com/property/details-5731262.html
",Burj Views A,Downtown Dubai,Burj Views,1580000,2.0,3,1348.0,25.190199,55.281358,"Spacious, Burj Khalifa View, Chiller Free",,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool']",0,,1172.106824925816,1,0,0,0,0,0,0,0,0,0,,0,2356.7802755620014,-50.26660579776307,great value
18181,"https://www.bayut.com/property/details-5728748.html
",Capital Bay Tower B,Business Bay,Capital Bay Towers,1500000,2.0,3,1648.0000000000002,25.17663,55.272023,"Modern Fully Furnished Unit, Balcony",Furnished,[],0,,910.1941747572814,0,0,0,0,0,0,0,0,1,0,,0,1352.352911454695,-32.69551408898093,good value
18193,"https://www.bayut.com/property/details-5776861.html
",,Dubai Marina,Marina Pinnacle,750000,1.0,1,791.0,25.08869934082,55.14820098877,Best Investment I Good Rental I Prime Location,,"['Parking Spaces', 'Jacuzzi', 'Sauna', 'Steam Room', 'Electricity Backup', 'Parking Spaces', 'Centrally Air-Conditioned', 'Lobby in Building', 'Service Elevators', 'Completion Year: 2008', 'Jacuzzi', 'Sauna', 'Steam Room', 'Waste Disposal', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",2008,,948.1668773704172,0,0,0,0,1,0,0,0,0,0,,0,1499.6465182043125,-36.77397534281886,good value
18199,"https://www.bayut.com/property/details-5771713.html
",Emirates Gardens 2,Jumeirah Village Circle (JVC),JVC District 14,499000,1.0,1,1009.0,25.049281,55.20538,"HIgh ROI, Well Maintained, Spacious Layout",Unfurnished,"['Balcony or Terrace', 'Swimming Pool', 'View', 'Centrally Air-Conditioned', 'Centrally Air-Conditioned', 'Storage Areas', 'Balcony or Terrace', 'Gym or Health Club', 'Swimming Pool', 'Kids Play Area', 'Waste Disposal', 'Laundry Facility', 'View', 'Freehold']",0,,494.5490584737364,0,0,0,0,1,0,0,0,0,1,,1,967.424042790431,-48.879804863308685,good value
18203,"https://www.bayut.com/property/details-5763238.html
",,Dubai Marina,Sulafa Tower,695000,1.0,2,744.0,25.089437,55.149102,Rented One Bedroom in Marina Sulafa Tower,Unfurnished,"['Swimming Pool', 'Sauna', 'Double Glazed Windows', 'Lobby in Building', 'Double Glazed Windows', 'Lobby in Building', 'Service Elevators', 'Reception/Waiting Room', 'Gym or Health Club', 'Swimming Pool', 'Sauna', 'Barbeque Area', 'Cafeteria or Canteen', 'Waste Disposal', 'Maintenance Staff', 'Cleaning Services', 'Security Staff', 'CCTV Security']",0,,934.1397849462364,0,0,0,0,0,1,0,0,0,0,,0,1524.779462290593,-38.736072458443985,good value
18220,"https://www.bayut.com/property/details-5738153.html
",Burj Views B,Downtown Dubai,Burj Views,1000000,1.0,1,992.0,25.190219,55.281293,Excellent Layout &  Spacious unit Near Dubai Mall,Unfurnished,"['Balcony or Terrace', 'Lobby in Building', 'Waste Disposal', 'Cleaning Services', 'Balcony or Terrace', 'Lobby in Building', 'Waste Disposal', 'Cleaning Services', 'Security Staff', 'CCTV Security', 'Satellite/Cable TV']",0,,1008.0645161290324,0,0,0,0,0,0,0,0,0,0,,0,1750.4454545454546,-42.4109723892653,good value
18228,"https://www.bayut.com/property/details-5695414.html
",Burj Views A,Downtown Dubai,Burj Views,1600000,2.0,3,1348.0,25.190199,55.281358,"BURJ KHALIFA VIEW, LOW FLOOR , 01 LAYOUT",Unfurnished,"['Balcony or Terrace', 'Swimming Pool', 'Flooring', 'Jacuzzi', 'Centrally Air-Conditioned', 'Central Heating', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Prayer Room', 'Reception/Waiting Room', 'Flooring', 'Gym or Health Club', 'Facilities for Disabled', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Steam Room', 'Day Care Center', 'Kids Play Area', 'Lawn or Garden', 'Barbeque Area', 'Cafeteria or Canteen', 'Waste Disposal', 'Maintenance Staff', 'Cleaning Services', 'Business Center', 'Conference Room', 'Security Staff', 'CCTV Security', 'Laundry Room', 'Laundry Facility', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge', 'View', 'Freehold']",0,,1186.9436201780416,1,0,0,0,0,0,0,0,0,0,,0,2356.7802755620014,-49.637069162291716,good value
